,image,class,format,mode,shape
3550,Not Schizophrenia  (1930).jpg,normal,JPEG,RGB,"(234, 215, 3)"
3551,Not Schizophrenia  (1931).jpg,normal,JPEG,RGB,"(198, 150, 3)"
3552,Not Schizophrenia  (1932).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3553,Not Schizophrenia  (1933).jpg,normal,JPEG,RGB,"(222, 227, 3)"
3554,Not Schizophrenia  (1934).jpg,normal,JPEG,RGB,"(192, 192, 3)"
3555,Not Schizophrenia  (1935).jpg,normal,JPEG,RGB,"(417, 428, 3)"
3556,Not Schizophrenia  (1936).jpg,normal,JPEG,RGB,"(251, 201, 3)"
3557,Not Schizophrenia  (1937).jpg,normal,JPEG,RGB,"(444, 468, 3)"
3558,Not Schizophrenia  (1938).jpg,normal,JPEG,RGB,"(201, 173, 3)"
3559,Not Schizophrenia  (1939).jpg,normal,JPEG,RGB,"(282, 230, 3)"
3560,Not Schizophrenia  (194).jpg,normal,JPEG,RGB,"(444, 468, 3)"
3561,Not Schizophrenia  (1940).jpg,normal,JPEG,RGB,"(262, 227, 3)"
3562,Not Schizophrenia  (1941).jpg,normal,JPEG,RGB,"(326, 276, 3)"
3563,Not Schizophrenia  (1942).jpg,normal,JPEG,RGB,"(250, 201, 3)"
3564,Not Schizophrenia  (1943).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3565,Not Schizophrenia  (1944).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3566,Not Schizophrenia  (1945).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3567,Not Schizophrenia  (1946).jpg,normal,JPEG,RGB,"(236, 214, 3)"
3568,Not Schizophrenia  (1947).jpg,normal,JPEG,RGB,"(630, 630, 3)"
3569,Not Schizophrenia  (1948).jpg,normal,JPEG,RGB,"(198, 150, 3)"
3570,Not Schizophrenia  (1949).jpg,normal,JPEG,RGB,"(442, 400, 3)"
3571,Not Schizophrenia  (195).jpg,normal,JPEG,RGB,"(442, 442, 3)"
3572,Not Schizophrenia  (1950).jpg,normal,JPEG,RGB,"(244, 206, 3)"
3573,Not Schizophrenia  (1951).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3574,Not Schizophrenia  (1952).jpg,normal,JPEG,RGB,"(664, 550, 3)"
3575,Not Schizophrenia  (1953).jpg,normal,JPEG,RGB,"(512, 512, 3)"
3576,Not Schizophrenia  (1954).jpg,normal,JPEG,RGB,"(454, 442, 3)"
3577,Not Schizophrenia  (1955).jpg,normal,JPEG,RGB,"(444, 468, 3)"
3578,Not Schizophrenia  (1956).jpg,normal,JPEG,RGB,"(449, 359, 3)"
3579,Not Schizophrenia  (1957).jpg,normal,JPEG,RGB,"(630, 630, 3)"
3580,Not Schizophrenia  (1958).jpg,normal,JPEG,RGB,"(252, 200, 3)"
3581,Not Schizophrenia  (1959).jpg,normal,JPEG,RGB,"(222, 227, 3)"
3582,Not Schizophrenia  (196).jpg,normal,JPEG,RGB,"(449, 359, 3)"
3583,Not Schizophrenia  (1960).jpg,normal,JPEG,RGB,"(234, 215, 3)"
3584,Not Schizophrenia  (1961).jpg,normal,JPEG,RGB,"(252, 200, 3)"
3585,Not Schizophrenia  (1962).jpg,normal,JPEG,RGB,"(198, 150, 3)"
3586,Not Schizophrenia  (1963).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3587,Not Schizophrenia  (1964).jpg,normal,JPEG,RGB,"(221, 228, 3)"
3588,Not Schizophrenia  (1965).jpg,normal,JPEG,RGB,"(168, 300, 3)"
3589,Not Schizophrenia  (1966).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3591,Not Schizophrenia  (1968).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3592,Not Schizophrenia  (1969).jpg,normal,JPEG,RGB,"(222, 227, 3)"
3593,Not Schizophrenia  (197).jpg,normal,JPEG,RGB,"(251, 236, 3)"
3594,Not Schizophrenia  (1970).jpg,normal,JPEG,RGB,"(222, 227, 3)"
3595,Not Schizophrenia  (1971).jpg,normal,JPEG,RGB,"(192, 192, 3)"
3596,Not Schizophrenia  (1972).jpg,normal,JPEG,RGB,"(192, 192, 3)"
3597,Not Schizophrenia  (1973).jpg,normal,JPEG,RGB,"(417, 428, 3)"
3598,Not Schizophrenia  (1974).jpg,normal,JPEG,RGB,"(251, 201, 3)"
3599,Not Schizophrenia  (1975).jpg,normal,JPEG,RGB,"(201, 173, 3)"
3600,Not Schizophrenia  (1976).jpg,normal,JPEG,RGB,"(168, 300, 3)"
3601,Not Schizophrenia  (1977).jpg,normal,JPEG,RGB,"(221, 228, 3)"
3602,Not Schizophrenia  (1978).jpg,normal,JPEG,RGB,"(252, 200, 3)"
3603,Not Schizophrenia  (1979).jpg,normal,JPEG,RGB,"(231, 218, 3)"
3604,Not Schizophrenia  (198).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3605,Not Schizophrenia  (1980).jpg,normal,JPEG,RGB,"(234, 215, 3)"
3606,Not Schizophrenia  (1981).jpg,normal,JPEG,RGB,"(252, 200, 3)"
3607,Not Schizophrenia  (1982).jpg,normal,JPEG,RGB,"(417, 428, 3)"
3608,Not Schizophrenia  (1983).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3609,Not Schizophrenia  (1984).jpg,normal,JPEG,RGB,"(213, 236, 3)"
3610,Not Schizophrenia  (1985).jpg,normal,JPEG,RGB,"(198, 150, 3)"
3611,Not Schizophrenia  (1986).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3612,Not Schizophrenia  (1987).jpg,normal,JPEG,RGB,"(221, 228, 3)"
3613,Not Schizophrenia  (1988).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3614,Not Schizophrenia  (1989).jpg,normal,JPEG,RGB,"(168, 300, 3)"
3615,Not Schizophrenia  (199).jpg,normal,JPEG,RGB,"(218, 236, 3)"
3616,Not Schizophrenia  (1990).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3617,Not Schizophrenia  (1991).jpg,normal,JPEG,RGB,"(222, 227, 3)"
3618,Not Schizophrenia  (1992).jpg,normal,JPEG,RGB,"(417, 428, 3)"
3619,Not Schizophrenia  (1993).jpg,normal,JPEG,RGB,"(251, 201, 3)"
3620,Not Schizophrenia  (1994).jpg,normal,JPEG,RGB,"(251, 201, 3)"
3621,Not Schizophrenia  (1995).jpg,normal,JPEG,RGB,"(201, 173, 3)"
3622,Not Schizophrenia  (1996).jpg,normal,JPEG,RGB,"(262, 227, 3)"
3623,Not Schizophrenia  (1997).jpg,normal,JPEG,RGB,"(326, 276, 3)"
3624,Not Schizophrenia  (1998).jpg,normal,JPEG,RGB,"(250, 201, 3)"
3625,Not Schizophrenia  (1999).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3626,Not Schizophrenia  (2).jpeg,normal,JPEG,RGB,"(630, 630, 3)"
3627,Not Schizophrenia  (2).jpg,normal,JPEG,RGB,"(350, 350, 3)"
3628,Not Schizophrenia  (20).jpg,normal,JPEG,RGB,"(197, 177, 3)"
3629,Not Schizophrenia  (200).jpg,normal,JPEG,RGB,"(295, 236, 3)"
3630,Not Schizophrenia  (2000).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3631,Not Schizophrenia  (2001).jpg,normal,JPEG,RGB,"(217, 232, 3)"
3632,Not Schizophrenia  (2002).jpg,normal,JPEG,RGB,"(236, 214, 3)"
3633,Not Schizophrenia  (2003).jpg,normal,JPEG,RGB,"(630, 630, 3)"
3634,Not Schizophrenia  (2004).jpg,normal,JPEG,RGB,"(630, 630, 3)"
3635,Not Schizophrenia  (2005).jpg,normal,JPEG,RGB,"(361, 642, 3)"
3636,Not Schizophrenia  (2006).jpg,normal,JPEG,RGB,"(540, 504, 3)"
3637,Not Schizophrenia  (2007).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3638,Not Schizophrenia  (2008).jpg,normal,JPEG,RGB,"(512, 512, 3)"
3639,Not Schizophrenia  (2009).jpg,normal,JPEG,RGB,"(400, 393, 3)"
3640,Not Schizophrenia  (201).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3641,Not Schizophrenia  (2010).jpg,normal,JPEG,RGB,"(680, 680, 3)"
3642,Not Schizophrenia  (2011).jpg,normal,JPEG,RGB,"(444, 468, 3)"
3643,Not Schizophrenia  (2012).jpg,normal,JPEG,RGB,"(449, 359, 3)"
3644,Not Schizophrenia  (2013).jpg,normal,JPEG,RGB,"(262, 227, 3)"
3645,Not Schizophrenia  (2014).jpg,normal,JPEG,RGB,"(250, 201, 3)"
3646,Not Schizophrenia  (2015).jpg,normal,JPEG,RGB,"(198, 150, 3)"
3647,Not Schizophrenia  (2016).jpg,normal,JPEG,RGB,"(257, 196, 3)"
3648,Not Schizophrenia  (2017).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3649,Not Schizophrenia  (2018).jpg,normal,JPEG,RGB,"(217, 232, 3)"
3650,Not Schizophrenia  (2019).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3651,Not Schizophrenia  (202).jpg,normal,JPEG,RGB,"(280, 236, 3)"
3653,Not Schizophrenia  (2021).jpg,normal,JPEG,RGB,"(540, 504, 3)"
3654,Not Schizophrenia  (2022).jpg,normal,JPEG,RGB,"(442, 400, 3)"
3655,Not Schizophrenia  (2023).jpg,normal,JPEG,RGB,"(244, 206, 3)"
3656,Not Schizophrenia  (2024).jpg,normal,JPEG,RGB,"(168, 300, 3)"
3657,Not Schizophrenia  (2025).jpg,normal,JPEG,RGB,"(197, 177, 3)"
3658,Not Schizophrenia  (2026).jpg,normal,JPEG,RGB,"(222, 227, 3)"
3659,Not Schizophrenia  (2027).jpg,normal,JPEG,RGB,"(221, 228, 3)"
3660,Not Schizophrenia  (2028).jpg,normal,JPEG,RGB,"(259, 194, 3)"
3661,Not Schizophrenia  (2029).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3662,Not Schizophrenia  (203).jpg,normal,JPEG,RGB,"(229, 235, 3)"
3663,Not Schizophrenia  (2030).jpg,normal,JPEG,RGB,"(243, 207, 3)"
3664,Not Schizophrenia  (2031).jpg,normal,JPEG,RGB,"(242, 208, 3)"
3665,Not Schizophrenia  (2032).jpg,normal,JPEG,RGB,"(214, 235, 3)"
3666,Not Schizophrenia  (2033).jpg,normal,JPEG,RGB,"(217, 232, 3)"
3667,Not Schizophrenia  (2034).jpg,normal,JPEG,RGB,"(252, 200, 3)"
3668,Not Schizophrenia  (2035).jpg,normal,JPEG,RGB,"(231, 218, 3)"
3669,Not Schizophrenia  (2036).jpg,normal,JPEG,RGB,"(251, 201, 3)"
3670,Not Schizophrenia  (2037).jpg,normal,JPEG,RGB,"(417, 428, 3)"
3671,Not Schizophrenia  (2038).jpg,normal,JPEG,RGB,"(234, 215, 3)"
3672,Not Schizophrenia  (2039).jpg,normal,JPEG,RGB,"(252, 200, 3)"
3673,Not Schizophrenia  (204).jpg,normal,JPEG,RGB,"(233, 235, 3)"
3674,Not Schizophrenia  (2040).jpg,normal,JPEG,RGB,"(213, 236, 3)"
3675,Not Schizophrenia  (2041).jpg,normal,JPEG,RGB,"(198, 150, 3)"
3676,Not Schizophrenia  (2042).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3677,Not Schizophrenia  (2043).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3678,Not Schizophrenia  (2044).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3679,Not Schizophrenia  (2045).jpg,normal,JPEG,RGB,"(168, 300, 3)"
3680,Not Schizophrenia  (2046).jpg,normal,JPEG,RGB,"(474, 356, 3)"
3682,Not Schizophrenia  (2048).jpg,normal,JPEG,RGB,"(251, 201, 3)"
3683,Not Schizophrenia  (2049).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3684,Not Schizophrenia  (205).jpg,normal,JPEG,RGB,"(224, 234, 3)"
3685,Not Schizophrenia  (2050).jpg,normal,JPEG,RGB,"(222, 227, 3)"
3686,Not Schizophrenia  (2051).jpg,normal,JPEG,RGB,"(192, 192, 3)"
3687,Not Schizophrenia  (2052).jpg,normal,JPEG,RGB,"(417, 428, 3)"
3688,Not Schizophrenia  (2053).jpg,normal,JPEG,RGB,"(201, 173, 3)"
3689,Not Schizophrenia  (2054).jpg,normal,JPEG,RGB,"(168, 300, 3)"
3690,Not Schizophrenia  (2055).jpg,normal,JPEG,RGB,"(183, 275, 3)"
3691,Not Schizophrenia  (2056).jpg,normal,JPEG,RGB,"(221, 228, 3)"
3692,Not Schizophrenia  (2057).jpg,normal,JPEG,RGB,"(630, 630, 3)"
3693,Not Schizophrenia  (2058).jpg,normal,JPEG,RGB,"(259, 194, 3)"
3694,Not Schizophrenia  (2059).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3695,Not Schizophrenia  (206).jpg,normal,JPEG,RGB,"(243, 236, 3)"
3696,Not Schizophrenia  (2060).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3697,Not Schizophrenia  (2061).jpg,normal,JPEG,RGB,"(243, 207, 3)"
3698,Not Schizophrenia  (2062).jpg,normal,JPEG,RGB,"(214, 235, 3)"
3699,Not Schizophrenia  (2063).jpg,normal,JPEG,RGB,"(217, 232, 3)"
3700,Not Schizophrenia  (2064).jpg,normal,JPEG,RGB,"(252, 200, 3)"
3701,Not Schizophrenia  (2065).jpg,normal,JPEG,RGB,"(231, 218, 3)"
3702,Not Schizophrenia  (2066).jpg,normal,JPEG,RGB,"(234, 215, 3)"
3703,Not Schizophrenia  (2067).jpg,normal,JPEG,RGB,"(252, 200, 3)"
3704,Not Schizophrenia  (2068).jpg,normal,JPEG,RGB,"(198, 150, 3)"
3705,Not Schizophrenia  (2069).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3706,Not Schizophrenia  (207).jpg,normal,JPEG,RGB,"(260, 236, 3)"
3707,Not Schizophrenia  (2070).jpg,normal,JPEG,RGB,"(244, 206, 3)"
3708,Not Schizophrenia  (2071).jpg,normal,JPEG,RGB,"(221, 228, 3)"
3709,Not Schizophrenia  (2072).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3710,Not Schizophrenia  (2073).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3711,Not Schizophrenia  (2074).jpg,normal,JPEG,RGB,"(168, 300, 3)"
3712,Not Schizophrenia  (2075).jpg,normal,JPEG,RGB,"(442, 441, 3)"
3713,Not Schizophrenia  (2076).jpg,normal,JPEG,RGB,"(474, 356, 3)"
3714,Not Schizophrenia  (2077).jpg,normal,JPEG,RGB,"(530, 380, 3)"
3715,Not Schizophrenia  (2078).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3716,Not Schizophrenia  (2079).jpg,normal,JPEG,RGB,"(222, 227, 3)"
3717,Not Schizophrenia  (208).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3718,Not Schizophrenia  (2080).jpg,normal,JPEG,RGB,"(251, 201, 3)"
3719,Not Schizophrenia  (209).jpg,normal,JPEG,RGB,"(227, 235, 3)"
3720,Not Schizophrenia  (21).jpg,normal,JPEG,RGB,"(217, 232, 3)"
3721,Not Schizophrenia  (210).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3722,Not Schizophrenia  (211).jpg,normal,JPEG,RGB,"(249, 205, 3)"
3723,Not Schizophrenia  (212).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3724,Not Schizophrenia  (213).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3725,Not Schizophrenia  (214).jpg,normal,JPEG,RGB,"(270, 236, 3)"
3726,Not Schizophrenia  (215).jpg,normal,JPEG,RGB,"(261, 235, 3)"
3727,Not Schizophrenia  (216).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3728,Not Schizophrenia  (217).jpg,normal,JPEG,RGB,"(236, 212, 3)"
3729,Not Schizophrenia  (218).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3730,Not Schizophrenia  (219).jpg,normal,JPEG,RGB,"(262, 236, 3)"
3731,Not Schizophrenia  (22).jpg,normal,JPEG,RGB,"(231, 218, 3)"
3732,Not Schizophrenia  (220).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3733,Not Schizophrenia  (221).jpg,normal,JPEG,RGB,"(290, 236, 3)"
3734,Not Schizophrenia  (222).jpg,normal,JPEG,RGB,"(227, 235, 3)"
3735,Not Schizophrenia  (223).jpg,normal,JPEG,RGB,"(234, 209, 3)"
3736,Not Schizophrenia  (224).jpg,normal,JPEG,RGB,"(217, 208, 3)"
3737,Not Schizophrenia  (225).jpg,normal,JPEG,RGB,"(228, 236, 3)"
3738,Not Schizophrenia  (226).jpg,normal,JPEG,RGB,"(234, 234, 3)"
3739,Not Schizophrenia  (227).jpg,normal,JPEG,RGB,"(257, 236, 3)"
3740,Not Schizophrenia  (228).jpg,normal,JPEG,RGB,"(260, 236, 3)"
3741,Not Schizophrenia  (229).jpg,normal,JPEG,RGB,"(224, 234, 3)"
3742,Not Schizophrenia  (23).jpg,normal,JPEG,RGB,"(221, 228, 3)"
3743,Not Schizophrenia  (230).jpg,normal,JPEG,RGB,"(213, 227, 3)"
3744,Not Schizophrenia  (231).jpg,normal,JPEG,RGB,"(249, 201, 3)"
3745,Not Schizophrenia  (232).jpg,normal,JPEG,RGB,"(263, 236, 3)"
3746,Not Schizophrenia  (233).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3747,Not Schizophrenia  (234).jpg,normal,JPEG,RGB,"(227, 235, 3)"
3748,Not Schizophrenia  (235).jpg,normal,JPEG,RGB,"(300, 236, 3)"
3749,Not Schizophrenia  (236).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3750,Not Schizophrenia  (237).jpg,normal,JPEG,RGB,"(218, 234, 3)"
3751,Not Schizophrenia  (238).jpg,normal,JPEG,RGB,"(225, 208, 3)"
3752,Not Schizophrenia  (239).jpg,normal,JPEG,RGB,"(214, 205, 3)"
3753,Not Schizophrenia  (24).jpg,normal,JPEG,RGB,"(200, 200, 3)"
3754,Not Schizophrenia  (240).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3755,Not Schizophrenia  (241).jpg,normal,JPEG,RGB,"(251, 236, 3)"
3756,Not Schizophrenia  (242).jpg,normal,JPEG,RGB,"(228, 235, 3)"
3757,Not Schizophrenia  (243).jpg,normal,JPEG,RGB,"(218, 234, 3)"
3758,Not Schizophrenia  (244).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3759,Not Schizophrenia  (245).jpg,normal,JPEG,RGB,"(251, 236, 3)"
3760,Not Schizophrenia  (246).jpg,normal,JPEG,RGB,"(309, 236, 3)"
3761,Not Schizophrenia  (247).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3762,Not Schizophrenia  (248).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3763,Not Schizophrenia  (249).jpg,normal,JPEG,RGB,"(251, 236, 3)"
3764,Not Schizophrenia  (25).jpg,normal,JPEG,RGB,"(259, 194, 3)"
3765,Not Schizophrenia  (250).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3766,Not Schizophrenia  (251).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3767,Not Schizophrenia  (252).jpg,normal,JPEG,RGB,"(248, 200, 3)"
3768,Not Schizophrenia  (253).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3769,Not Schizophrenia  (254).jpg,normal,JPEG,RGB,"(225, 207, 3)"
3770,Not Schizophrenia  (255).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3771,Not Schizophrenia  (256).jpg,normal,JPEG,RGB,"(262, 236, 3)"
3772,Not Schizophrenia  (257).jpg,normal,JPEG,RGB,"(243, 200, 3)"
3773,Not Schizophrenia  (258).jpg,normal,JPEG,RGB,"(225, 234, 3)"
3774,Not Schizophrenia  (259).jpg,normal,JPEG,RGB,"(257, 236, 3)"
3775,Not Schizophrenia  (26).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3776,Not Schizophrenia  (260).jpg,normal,JPEG,RGB,"(225, 234, 3)"
3777,Not Schizophrenia  (261).jpg,normal,JPEG,RGB,"(260, 236, 3)"
3778,Not Schizophrenia  (262).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3779,Not Schizophrenia  (263).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3780,Not Schizophrenia  (264).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3781,Not Schizophrenia  (265).jpg,normal,JPEG,RGB,"(231, 236, 3)"
3782,Not Schizophrenia  (266).jpg,normal,JPEG,RGB,"(262, 236, 3)"
3783,Not Schizophrenia  (267).jpg,normal,JPEG,RGB,"(236, 211, 3)"
3784,Not Schizophrenia  (268).jpg,normal,JPEG,RGB,"(290, 236, 3)"
3785,Not Schizophrenia  (269).jpg,normal,JPEG,RGB,"(229, 235, 3)"
3786,Not Schizophrenia  (27).jpg,normal,JPEG,RGB,"(243, 207, 3)"
3787,Not Schizophrenia  (270).jpg,normal,JPEG,RGB,"(218, 234, 3)"
3788,Not Schizophrenia  (271).jpg,normal,JPEG,RGB,"(226, 233, 3)"
3789,Not Schizophrenia  (272).jpg,normal,JPEG,RGB,"(234, 210, 3)"
3790,Not Schizophrenia  (273).jpg,normal,JPEG,RGB,"(275, 220, 3)"
3791,Not Schizophrenia  (274).jpg,normal,JPEG,RGB,"(263, 236, 3)"
3792,Not Schizophrenia  (275).jpg,normal,JPEG,RGB,"(243, 236, 3)"
3793,Not Schizophrenia  (276).jpg,normal,JPEG,RGB,"(260, 236, 3)"
3794,Not Schizophrenia  (277).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3795,Not Schizophrenia  (278).jpg,normal,JPEG,RGB,"(295, 236, 3)"
3796,Not Schizophrenia  (279).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3797,Not Schizophrenia  (28).jpg,normal,JPEG,RGB,"(242, 208, 3)"
3798,Not Schizophrenia  (280).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3799,Not Schizophrenia  (281).jpg,normal,JPEG,RGB,"(234, 218, 3)"
3800,Not Schizophrenia  (282).jpg,normal,JPEG,RGB,"(268, 236, 3)"
3801,Not Schizophrenia  (283).jpg,normal,JPEG,RGB,"(280, 212, 3)"
3802,Not Schizophrenia  (284).jpg,normal,JPEG,RGB,"(300, 236, 3)"
3803,Not Schizophrenia  (285).jpg,normal,JPEG,RGB,"(315, 236, 3)"
3804,Not Schizophrenia  (286).jpg,normal,JPEG,RGB,"(252, 236, 3)"
3805,Not Schizophrenia  (287).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3806,Not Schizophrenia  (288).jpg,normal,JPEG,RGB,"(228, 228, 3)"
3807,Not Schizophrenia  (289).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3808,Not Schizophrenia  (29).jpg,normal,JPEG,RGB,"(214, 235, 3)"
3809,Not Schizophrenia  (290).jpg,normal,JPEG,RGB,"(208, 233, 3)"
3810,Not Schizophrenia  (291).jpg,normal,JPEG,RGB,"(273, 236, 3)"
3811,Not Schizophrenia  (292).jpg,normal,JPEG,RGB,"(269, 236, 3)"
3812,Not Schizophrenia  (293).jpg,normal,JPEG,RGB,"(357, 236, 3)"
3813,Not Schizophrenia  (294).jpg,normal,JPEG,RGB,"(221, 236, 3)"
3814,Not Schizophrenia  (295).jpg,normal,JPEG,RGB,"(269, 236, 3)"
3815,Not Schizophrenia  (296).jpg,normal,JPEG,RGB,"(357, 236, 3)"
3816,Not Schizophrenia  (297).jpg,normal,JPEG,RGB,"(220, 236, 3)"
3817,Not Schizophrenia  (298).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3818,Not Schizophrenia  (299).jpg,normal,JPEG,RGB,"(223, 224, 3)"
3820,Not Schizophrenia  (3).jpg,normal,JPEG,RGB,"(225, 225, 3)"
3821,Not Schizophrenia  (30).jpg,normal,JPEG,RGB,"(217, 232, 3)"
3822,Not Schizophrenia  (300).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3823,Not Schizophrenia  (301).jpg,normal,JPEG,RGB,"(257, 235, 3)"
3824,Not Schizophrenia  (302).jpg,normal,JPEG,RGB,"(250, 236, 3)"
3825,Not Schizophrenia  (303).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3826,Not Schizophrenia  (304).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3827,Not Schizophrenia  (305).jpg,normal,JPEG,RGB,"(203, 236, 3)"
3828,Not Schizophrenia  (306).jpg,normal,JPEG,RGB,"(202, 216, 3)"
3829,Not Schizophrenia  (307).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3830,Not Schizophrenia  (308).jpg,normal,JPEG,RGB,"(227, 235, 3)"
3831,Not Schizophrenia  (309).jpg,normal,JPEG,RGB,"(277, 235, 3)"
3832,Not Schizophrenia  (31).jpg,normal,JPEG,RGB,"(252, 200, 3)"
3833,Not Schizophrenia  (310).jpg,normal,JPEG,RGB,"(201, 236, 3)"
3834,Not Schizophrenia  (311).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3835,Not Schizophrenia  (312).jpg,normal,JPEG,RGB,"(222, 233, 3)"
3836,Not Schizophrenia  (313).jpg,normal,JPEG,RGB,"(294, 236, 3)"
3837,Not Schizophrenia  (314).jpg,normal,JPEG,RGB,"(244, 235, 3)"
3838,Not Schizophrenia  (315).jpg,normal,JPEG,RGB,"(213, 226, 3)"
3839,Not Schizophrenia  (316).jpg,normal,JPEG,RGB,"(201, 210, 3)"
3840,Not Schizophrenia  (317).jpg,normal,JPEG,RGB,"(351, 321, 3)"
3841,Not Schizophrenia  (318).jpg,normal,JPEG,RGB,"(264, 235, 3)"
3842,Not Schizophrenia  (319).jpg,normal,JPEG,RGB,"(215, 235, 3)"
3843,Not Schizophrenia  (32).jpg,normal,JPEG,RGB,"(231, 218, 3)"
3844,Not Schizophrenia  (320).jpg,normal,JPEG,RGB,"(239, 236, 3)"
3845,Not Schizophrenia  (321).jpg,normal,JPEG,RGB,"(213, 210, 3)"
3846,Not Schizophrenia  (322).jpg,normal,JPEG,RGB,"(210, 233, 3)"
3847,Not Schizophrenia  (323).jpg,normal,JPEG,RGB,"(251, 201, 3)"
3848,Not Schizophrenia  (324).jpg,normal,JPEG,RGB,"(226, 236, 3)"
3849,Not Schizophrenia  (325).jpg,normal,JPEG,RGB,"(366, 236, 3)"
3850,Not Schizophrenia  (326).jpg,normal,JPEG,RGB,"(213, 210, 3)"
3851,Not Schizophrenia  (327).jpg,normal,JPEG,RGB,"(210, 233, 3)"
3852,Not Schizophrenia  (328).jpg,normal,JPEG,RGB,"(251, 201, 3)"
3853,Not Schizophrenia  (329).jpg,normal,JPEG,RGB,"(366, 236, 3)"
3854,Not Schizophrenia  (33).jpg,normal,JPEG,RGB,"(251, 201, 3)"
3855,Not Schizophrenia  (330).jpg,normal,JPEG,RGB,"(247, 204, 3)"
3856,Not Schizophrenia  (331).jpg,normal,JPEG,RGB,"(216, 236, 3)"
3857,Not Schizophrenia  (332).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3858,Not Schizophrenia  (333).jpg,normal,JPEG,RGB,"(236, 236, 3)"
3859,Not Schizophrenia  (334).jpg,normal,JPEG,RGB,"(243, 236, 3)"
3860,Not Schizophrenia  (335).jpg,normal,JPEG,RGB,"(216, 235, 3)"
3861,Not Schizophrenia  (336).jpg,normal,JPEG,RGB,"(250, 236, 3)"
3862,Not Schizophrenia  (337).jpg,normal,JPEG,RGB,"(257, 235, 3)"
3863,Not Schizophrenia  (338).jpg,normal,JPEG,RGB,"(232, 236, 3)"
3864,Not Schizophrenia  (339).jpg,normal,JPEG,RGB,"(240, 236, 3)"
3865,Not Schizophrenia  (34).jpg,normal,JPEG,RGB,"(234, 215, 3)"
3866,Not Schizophrenia  (340).jpg,normal,JPEG,RGB,"(304, 235, 3)"
3867,Not Schizophrenia  (341).jpg,normal,JPEG,RGB,"(228, 233, 3)"
